time,open,high,low,close
1752247800,44577,44577,44564,44564
1752251400,44577,44590,44577,44590
1752251400.001,44590,44603,44590,44603
1752251400.002,44603,44616,44603,44616
1752255000,44603,44603,44590,44590
1752258600,44603,44616,44603,44616
1752258600.001,44616,44629,44616,44629
1752258600.002,44629,44642,44629,44642
1752262200,44629,44629,44616,44616
1752262200.001,44616,44616,44603,44603
1752262200.002,44603,44603,44590,44590
1752262200.003,44590,44590,44577,44577
1752499800,44577,44577,44564,44564
1752499800.001,44564,44564,44551,44551
1752503400,44564,44577,44564,44577
1752503400.001,44577,44590,44577,44590
1752503400.002,44590,44603,44590,44603
1752503400.003,44603,44616,44603,44616
1752503400.004,44616,44629,44616,44629
1752507000,44616,44616,44603,44603
1752510600,44616,44629,44616,44629
1752510600.001,44629,44642,44629,44642
1752510600.002,44642,44655,44642,44655
1752514200,44655,44668,44655,44668
1752586200,44655,44670,44642,44642
1752586200.001,44642,44642,44629,44629
1752586200.002,44629,44629,44616,44616
1752586200.003,44616,44616,44603,44603
1752586200.004,44603,44603,44590,44590
1752586200.005,44590,44590,44577,44577
1752586200.006,44577,44577,44564,44564
1752586200.007,44564,44564,44551,44551
1752586200.008,44551,44551,44538,44538
1752586200.009,44538,44538,44525,44525
1752586200.01,44525,44525,44512,44512
1752586200.011,44512,44512,44499,44499
1752586200.012,44499,44499,44486,44486
1752586200.013,44486,44486,44473,44473
1752589800,44473,44473,44460,44460
1752589800.001,44460,44460,44447,44447
1752593400,44447,44447,44434,44434
1752593400.001,44434,44434,44421,44421
1752593400.002,44421,44421,44408,44408
1752593400.003,44408,44408,44395,44395
1752593400.004,44395,44395,44382,44382
1752597000,44382,44382,44369,44369
1752604200,44369,44369,44356,44356
1752604200.001,44356,44356,44343,44343
1752604200.002,44343,44343,44330,44330
1752607800,44330,44330,44317,44317
1752607800.001,44317,44317,44304,44304
1752607800.002,44304,44304,44291,44291
1752607800.003,44291,44291,44278,44278
1752607800.004,44278,44278,44265,44265
1752607800.005,44265,44265,44252,44252
1752607800.006,44252,44252,44239,44239
1752607800.007,44239,44239,44226,44226
1752672600,44239,44252,44239,44252
1752672600.001,44252,44265,44252,44265
1752676200,44252,44252,44239,44239
1752676200.001,44239,44239,44226,44226
1752676200.002,44226,44226,44213,44213
1752676200.003,44213,44213,44200,44200
1752679800,44213,44226,44213,44226
1752679800.001,44226,44239,44226,44239
1752679800.002,44239,44252,44239,44252
1752683400,44252,44265,44252,44265
1752683400.001,44265,44278,44265,44278
1752683400.002,44278,44291,44278,44291
1752683400.003,44291,44304,44291,44304
1752683400.004,44304,44317,44304,44317
1752683400.005,44317,44330,44317,44330
1752683400.006,44330,44343,44330,44343
1752687000,44343,44356,44343,44356
1752687000.001,44356,44369,44356,44369
1752690600,44369,44382,44369,44382
1752690600.001,44382,44395,44382,44395
1752690600.002,44395,44408,44395,44408
1752690600.003,44408,44421,44408,44421
1752690600.004,44421,44434,44421,44434
1752759000,44434,44447,44434,44447
1752759000.001,44447,44460,44447,44460
1752759000.002,44460,44473,44460,44473
1752759000.003,44473,44486,44473,44486
1752759000.004,44486,44499,44486,44499
1752759000.005,44499,44512,44499,44512
1752759000.006,44512,44525,44512,44525
1752762600,44525,44538,44525,44538
1752762600.001,44538,44551,44538,44551
1752762600.002,44551,44564,44551,44564
1752762600.003,44564,44577,44564,44577
1752762600.004,44577,44590,44577,44590
1752769800,44590,44603,44590,44603
1752769800.001,44603,44616,44603,44616
1752773400,44616,44629,44616,44629
1752773400.001,44629,44642,44629,44642
1752773400.002,44642,44655,44642,44655
1752773400.003,44655,44668,44655,44668
1752773400.004,44668,44681,44668,44681
1752773400.005,44681,44694,44681,44694
1752773400.006,44694,44707,44694,44707
1752773400.007,44707,44720,44707,44720
1752773400.008,44720,44733,44720,44733
1752845400,44720,44720,44707,44707
1752845400.001,44707,44707,44694,44694
1752845400.002,44694,44694,44681,44681
1752845400.003,44681,44681,44668,44668
1752845400.004,44668,44668,44655,44655
1752845400.005,44655,44655,44642,44642
1752845400.006,44642,44642,44629,44629
1752845400.007,44629,44629,44616,44616
1752845400.008,44616,44616,44603,44603
1752845400.009,44603,44603,44590,44590
1752845400.01,44590,44590,44577,44577
1752845400.011,44577,44577,44564,44564
1752845400.012,44564,44564,44551,44551
1752845400.013,44551,44551,44538,44538
1752845400.014,44538,44538,44525,44525
1752852600,44525,44525,44512,44512
1752852600.001,44512,44512,44499,44499
1752852600.002,44499,44499,44486,44486
1752852600.003,44486,44486,44473,44473
1752852600.004,44473,44473,44460,44460
1752852600.005,44460,44460,44447,44447
1752863400,44460,44473,44460,44473
1752863400.001,44473,44486,44473,44486
1752863400.002,44486,44499,44486,44499
1752863400.003,44499,44512,44499,44512
1753104600,44512,44525,44512,44525
1753104600.001,44525,44538,44525,44538
1753104600.002,44538,44551,44538,44551
1753104600.003,44551,44564,44551,44564
1753104600.004,44564,44577,44564,44577
1753104600.005,44577,44590,44577,44590
1753104600.006,44590,44603,44590,44603
1753104600.007,44603,44616,44603,44616
1753104600.008,44616,44629,44616,44629
1753104600.009,44629,44642,44629,44642
1753104600.01,44642,44655,44642,44655
1753104600.011,44655,44668,44655,44668
