Trade #,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
171,Entry long,2024-06-21 13:00:00,Long,201.96,500,100980,-0.34,-0.05,0.25,0.04,-0.31,-0.05,234.17,23.42
172,Exit long,2024-07-01 07:00:00,Trail,204.48,500,101970,1.62,0.26,2.21,0.35,-0.14,-0.02,235.79,23.58
172,Entry long,2024-06-30 22:00:00,Long,203.94,500,101970,1.62,0.26,2.21,0.35,-0.14,-0.02,235.79,23.58
173,Exit long,2024-07-05 07:00:00,Trail,206.19,500,103185,-0.62,-0.10,0,0.00,-0.59,-0.09,235.17,23.52
173,Entry long,2024-07-05 06:00:00,Long,206.37,500,103185,-0.62,-0.10,0,0.00,-0.59,-0.09,235.17,23.52
174,Exit short,2024-07-08 20:00:00,Trail,206.19,500,103185,0.5,0.08,1.27,0.20,-0.03,0.00,235.67,23.57
174,Entry short,2024-07-08 05:00:00,Short,206.37,500,103185,0.5,0.08,1.27,0.20,-0.03,0.00,235.67,23.57
175,Exit long,2024-07-10 14:00:00,Trail,207.63,500,103590,1.34,0.21,1.92,0.30,-0.03,0.00,237.01,23.70
175,Entry long,2024-07-10 06:00:00,Long,207.18,500,103590,1.34,0.21,1.92,0.30,-0.03,0.00,237.01,23.70
176,Exit short,2024-07-11 11:00:00,Trail,204.93,500,103410,5.79,0.90,6.37,1.00,-0.03,0.00,242.8,24.28
176,Entry short,2024-07-11 05:00:00,Short,206.82,500,103410,5.79,0.90,6.37,1.00,-0.03,0.00,242.8,24.28
177,Exit long,2024-07-12 05:00:00,Trail,206.01,500,102915,0.51,0.08,1.1,0.17,-0.03,0.00,243.3,24.33
177,Entry long,2024-07-12 00:00:00,Long,205.83,500,102915,0.51,0.08,1.1,0.17,-0.03,0.00,243.3,24.33
178,Exit short,2024-07-12 10:00:00,Trail,205.11,500,102510,-0.34,-0.05,0.25,0.04,-0.31,-0.05,242.96,24.30
178,Entry short,2024-07-12 07:00:00,Short,205.02,500,102510,-0.34,-0.05,0.25,0.04,-0.31,-0.05,242.96,24.30
179,Exit short,2024-07-17 02:00:00,Trail,203.76,500,102240,2.21,0.34,2.81,0.44,-0.03,0.00,245.17,24.52
179,Entry short,2024-07-17 00:00:00,Short,204.48,500,102240,2.21,0.34,2.81,0.44,-0.03,0.00,245.17,24.52
180,Exit short,2024-07-17 13:00:00,Trail,203.22,500,101520,-0.63,-0.10,0,0.00,-0.6,-0.09,244.55,24.45
180,Entry short,2024-07-17 11:00:00,Short,203.04,500,101520,-0.63,-0.10,0,0.00,-0.6,-0.09,244.55,24.45
181,Exit long,2024-07-18 23:00:00,Trail,203.94,500,102015,-0.35,-0.05,0.26,0.04,-0.32,-0.05,244.2,24.42
181,Entry long,2024-07-18 22:00:00,Long,204.03,500,102015,-0.35,-0.05,0.26,0.04,-0.32,-0.05,244.2,24.42
182,Exit short,2024-07-22 00:00:00,Trail,202.32,500,101295,0.8,0.12,1.4,0.22,-0.03,0.00,245,24.50
182,Entry short,2024-07-21 23:00:00,Short,202.59,500,101295,0.8,0.12,1.4,0.22,-0.03,0.00,245,24.50
183,Exit short,2024-07-23 04:00:00,Trail,201.6,500,100935,0.8,0.12,1.65,0.26,-0.03,0.00,245.8,24.58
183,Entry short,2024-07-23 00:00:00,Short,201.87,500,100935,0.8,0.12,1.65,0.26,-0.03,0.00,245.8,24.58
184,Exit short,2024-07-24 21:00:00,Trail,196.65,500,98820,3.16,0.49,3.77,0.59,-0.03,0.00,248.96,24.90
184,Entry short,2024-07-24 17:00:00,Short,197.64,500,98820,3.16,0.49,3.77,0.59,-0.03,0.00,248.96,24.90
185,Exit long,2024-07-25 11:00:00,Trail,198.18,500,98595,3.16,0.49,3.77,0.59,-0.03,0.00,252.12,25.21
185,Entry long,2024-07-25 05:00:00,Long,197.19,500,98595,3.16,0.49,3.77,0.59,-0.03,0.00,252.12,25.21
186,Exit long,2024-07-26 05:00:00,Trail,198.81,500,99360,0.23,0.04,0.85,0.13,-0.03,0.00,252.35,25.23
186,Entry long,2024-07-26 03:00:00,Long,198.72,500,99360,0.23,0.04,0.85,0.13,-0.03,0.00,252.35,25.23
187,Exit short,2024-07-26 08:00:00,Trail,197.55,500,98910,0.82,0.13,1.43,0.22,-0.03,0.00,253.17,25.32
187,Entry short,2024-07-26 07:00:00,Short,197.82,500,98910,0.82,0.13,1.43,0.22,-0.03,0.00,253.17,25.32
188,Exit short,2024-07-29 02:00:00,Trail,197.19,500,98550,-0.35,-0.05,0.26,0.04,-0.32,-0.05,252.82,25.28
188,Entry short,2024-07-29 01:00:00,Short,197.1,500,98550,-0.35,-0.05,0.26,0.04,-0.32,-0.05,252.82,25.28
189,Exit long,2024-07-30 00:00:00,Trail,199.08,500,99045,3.15,0.49,3.77,0.59,-0.03,0.00,255.97,25.60
189,Entry long,2024-07-29 21:00:00,Long,198.09,500,99045,3.15,0.49,3.77,0.59,-0.03,0.00,255.97,25.60
190,Exit short,2024-07-30 15:00:00,Trail,196.2,500,99045,6.13,0.94,6.69,1.04,-0.03,0.00,262.1,26.21
190,Entry short,2024-07-30 08:00:00,Short,198.09,500,99045,6.13,0.94,6.69,1.04,-0.03,0.00,262.1,26.21
191,Exit long,2024-07-30 21:00:00,Trail,197.01,500,98460,0.24,0.04,0.85,0.13,-0.03,0.00,262.33,26.23
191,Entry long,2024-07-30 20:00:00,Long,196.92,500,98460,0.24,0.04,0.85,0.13,-0.03,0.00,262.33,26.23
192,Exit short,2024-07-30 22:00:00,Trail,196.2,500,98010,-0.65,-0.10,0,0.00,-0.62,-0.10,261.68,26.17
192,Entry short,2024-07-30 21:00:00,Short,196.02,500,98010,-0.65,-0.10,0,0.00,-0.62,-0.10,261.68,26.17
193,Exit long,2024-07-31 11:00:00,Trail,193.41,500,96795,-0.65,-0.10,0,0.00,-0.62,-0.10,261.04,26.10
193,Entry long,2024-07-31 10:00:00,Long,193.59,500,96795,-0.65,-0.10,0,0.00,-0.62,-0.10,261.04,26.10
194,Exit short,2024-07-31 19:00:00,Trail,191.97,500,95940,-0.36,-0.06,0.27,0.04,-0.33,-0.05,260.68,26.07
194,Entry short,2024-07-31 18:00:00,Short,191.88,500,95940,-0.36,-0.06,0.27,0.04,-0.33,-0.05,260.68,26.07
195,Exit long,2024-08-01 06:00:00,Trail,193.05,500,96255,1.74,0.27,2.37,0.37,-0.03,0.00,262.42,26.24
195,Entry long,2024-08-01 04:00:00,Long,192.51,500,96255,1.74,0.27,2.37,0.37,-0.03,0.00,262.42,26.24
196,Exit short,2024-08-01 12:00:00,Trail,190.53,500,96030,5.04,0.79,5.67,0.89,-0.03,0.00,267.46,26.75
196,Entry short,2024-08-01 07:00:00,Short,192.06,500,96030,5.04,0.79,5.67,0.89,-0.03,0.00,267.46,26.75
197,Exit short,2024-08-02 00:00:00,Trail,189.63,500,94860,0.24,0.04,0.87,0.14,-0.03,0.00,267.7,26.77
197,Entry short,2024-08-01 22:00:00,Short,189.72,500,94860,0.24,0.04,0.87,0.14,-0.03,0.00,267.7,26.77
198,Exit short,2024-08-05 00:00:00,Trail,182.07,500,94365,22.66,3.52,23.31,3.62,-0.03,0.00,290.36,29.04
198,Entry short,2024-08-02 07:00:00,Short,188.73,500,94365,22.66,3.52,23.31,3.62,-0.03,0.00,290.36,29.04
199,Exit long,2024-08-05 01:00:00,Trail,183.33,500,91530,0.86,0.14,1.51,0.24,-0.03,0.00,291.22,29.12
199,Entry long,2024-08-05 00:00:00,Long,183.06,500,91530,0.86,0.14,1.51,0.24,-0.03,0.00,291.22,29.12
200,Exit short,2024-08-05 03:00:00,Trail,181.53,500,91170,2.71,0.44,3.35,0.54,-0.03,0.00,293.93,29.39
200,Entry short,2024-08-05 01:00:00,Short,182.34,500,91170,2.71,0.44,3.35,0.54,-0.03,0.00,293.93,29.39
201,Exit long,2024-08-05 10:00:00,Trail,183.87,500,91260,4.55,0.73,5.19,0.83,-0.03,0.00,298.48,29.85
201,Entry long,2024-08-05 08:00:00,Long,182.52,500,91260,4.55,0.73,5.19,0.83,-0.03,0.00,298.48,29.85
202,Exit long,2024-08-05 17:00:00,Trail,186.21,500,92115,6.81,1.07,7.46,1.17,-0.03,0.00,305.29,30.53
202,Entry long,2024-08-05 15:00:00,Long,184.23,500,92115,6.81,1.07,7.46,1.17,-0.03,0.00,305.29,30.53
203,Exit short,2024-08-05 19:00:00,Trail,185.4,500,92610,-0.68,-0.11,0,0.00,-0.65,-0.10,304.6,30.46
203,Entry short,2024-08-05 18:00:00,Short,185.22,500,92610,-0.68,-0.11,0,0.00,-0.65,-0.10,304.6,30.46
204,Exit short,2024-08-06 04:00:00,Trail,184.05,500,92520,3.37,0.53,4.03,0.63,-0.03,0.00,307.98,30.80
204,Entry short,2024-08-06 01:00:00,Short,185.04,500,92520,3.37,0.53,4.03,0.63,-0.03,0.00,307.98,30.80
205,Exit long,2024-08-06 10:00:00,Trail,184.5,500,92295,-0.37,-0.06,0.28,0.04,-0.34,-0.05,307.61,30.76
205,Entry long,2024-08-06 09:00:00,Long,184.59,500,92295,-0.37,-0.06,0.28,0.04,-0.34,-0.05,307.61,30.76
206,Exit short,2024-08-06 14:00:00,Trail,183.42,500,91755,0.25,0.04,0.91,0.14,-0.03,0.00,307.86,30.79
206,Entry short,2024-08-06 13:00:00,Short,183.51,500,91755,0.25,0.04,0.91,0.14,-0.03,0.00,307.86,30.79
207,Exit long,2024-08-06 22:00:00,Trail,187.29,500,92205,9.89,1.55,10.54,1.65,-0.03,0.00,317.75,31.78
207,Entry long,2024-08-06 18:00:00,Long,184.41,500,92205,9.89,1.55,10.54,1.65,-0.03,0.00,317.75,31.78
208,Exit short,2024-08-07 01:00:00,Trail,186.48,500,93150,-0.68,-0.11,0,0.00,-0.65,-0.10,317.07,31.71
208,Entry short,2024-08-07 00:00:00,Short,186.3,500,93150,-0.68,-0.11,0,0.00,-0.65,-0.10,317.07,31.71
209,Exit long,2024-08-07 03:00:00,Trail,187.29,500,93735,-0.68,-0.11,0,0.00,-0.65,-0.10,316.39,31.64
209,Entry long,2024-08-07 02:00:00,Long,187.47,500,93735,-0.68,-0.11,0,0.00,-0.65,-0.10,316.39,31.64
210,Exit short,2024-08-07 18:00:00,Trail,185.4,500,93105,2.7,0.43,3.34,0.53,-0.03,0.00,319.09,31.91
210,Entry short,2024-08-07 15:00:00,Short,186.21,500,93105,2.7,0.43,3.34,0.53,-0.03,0.00,319.09,31.91
211,Exit long,2024-08-08 12:00:00,Trail,187.56,500,93195,3.92,0.62,4.57,0.72,-0.03,0.00,323.01,32.30
211,Entry long,2024-08-08 05:00:00,Long,186.39,500,93195,3.92,0.62,4.57,0.72,-0.03,0.00,323.01,32.30
212,Exit long,2024-08-12 08:00:00,Trail,188.82,500,94050,2.39,0.37,3.04,0.47,-0.03,0.00,325.4,32.54
212,Entry long,2024-08-12 03:00:00,Long,188.1,500,94050,2.39,0.37,3.04,0.47,-0.03,0.00,325.4,32.54
213,Exit short,2024-08-12 17:00:00,Trail,188.01,500,93915,-0.67,-0.11,0,0.00,-0.64,-0.10,324.73,32.47
213,Entry short,2024-08-12 16:00:00,Short,187.83,500,93915,-0.67,-0.11,0,0.00,-0.64,-0.10,324.73,32.47
214,Exit long,2024-08-13 02:00:00,Trail,189.18,500,94500,0.55,0.09,1.19,0.19,-0.03,0.00,325.29,32.53
214,Entry long,2024-08-12 23:00:00,Long,189,500,94500,0.55,0.09,1.19,0.19,-0.03,0.00,325.29,32.53
215,Exit long,2024-08-15 18:00:00,Trail,191.7,500,94950,5.97,0.94,6.85,1.08,-0.03,0.00,331.25,33.13
215,Entry long,2024-08-15 05:00:00,Long,189.9,500,94950,5.97,0.94,6.85,1.08,-0.03,0.00,331.25,33.13
216,Exit short,2024-08-16 07:00:00,Trail,190.71,500,95355,-0.06,-0.01,0.57,0.09,-0.03,0.00,331.2,33.12
216,Entry short,2024-08-16 05:00:00,Short,190.71,500,95355,-0.06,-0.01,0.57,0.09,-0.03,0.00,331.2,33.12
217,Exit short,2024-08-18 23:00:00,Trail,188.73,500,95175,5.43,0.84,6.07,0.94,-0.03,0.00,336.62,33.66
217,Entry short,2024-08-18 20:00:00,Short,190.35,500,95175,5.43,0.84,6.07,0.94,-0.03,0.00,336.62,33.66
218,Exit long,2024-08-19 17:00:00,Trail,190.35,500,94815,2.39,0.37,3.19,0.49,-0.03,0.00,339.02,33.90
218,Entry long,2024-08-19 06:00:00,Long,189.63,500,94815,2.39,0.37,3.19,0.49,-0.03,0.00,339.02,33.90
219,Exit short,2024-08-20 16:00:00,Trail,189.36,500,94995,2.11,0.32,2.94,0.45,-0.03,0.00,341.12,34.11
219,Entry short,2024-08-20 07:00:00,Short,189.99,500,94995,2.11,0.32,2.94,0.45,-0.03,0.00,341.12,34.11
220,Exit long,2024-08-21 04:00:00,Trail,190.44,500,95175,0.25,0.04,0.9,0.14,-0.03,0.00,341.37,34.14
220,Entry long,2024-08-21 02:00:00,Long,190.35,500,95175,0.25,0.04,0.9,0.14,-0.03,0.00,341.37,34.14
221,Exit long,2024-08-22 08:00:00,Trail,191.43,500,95535,1.18,0.18,1.83,0.28,-0.03,0.00,342.55,34.26
221,Entry long,2024-08-22 02:00:00,Long,191.07,500,95535,1.18,0.18,1.83,0.28,-0.03,0.00,342.55,34.26
222,Exit short,2024-08-23 13:00:00,Trail,190.71,500,95355,-0.06,-0.01,0.65,0.10,-0.03,0.00,342.49,34.25
222,Entry short,2024-08-23 11:00:00,Short,190.71,500,95355,-0.06,-0.01,0.65,0.10,-0.03,0.00,342.49,34.25
223,Exit long,2024-08-26 21:00:00,Trail,190.89,500,95490,-0.37,-0.06,0.28,0.04,-0.34,-0.05,342.12,34.21
223,Entry long,2024-08-26 19:00:00,Long,190.98,500,95490,-0.37,-0.06,0.28,0.04,-0.34,-0.05,342.12,34.21
224,Exit long,2024-09-01 17:00:00,Trail,192.06,500,95895,0.86,0.13,1.51,0.23,-0.37,-0.06,342.98,34.30
224,Entry long,2024-08-30 09:00:00,Long,191.79,500,95895,0.86,0.13,1.51,0.23,-0.37,-0.06,342.98,34.30
225,Exit long,2024-09-02 09:00:00,Trail,193.05,500,96390,0.86,0.13,1.51,0.23,-0.03,0.00,343.85,34.38
225,Entry long,2024-09-02 03:00:00,Long,192.78,500,96390,0.86,0.13,1.51,0.23,-0.03,0.00,343.85,34.38
226,Exit short,2024-09-03 03:00:00,Trail,191.52,500,96030,1.78,0.27,2.42,0.37,-0.03,0.00,345.62,34.56
226,Entry short,2024-09-02 22:00:00,Short,192.06,500,96030,1.78,0.27,2.42,0.37,-0.03,0.00,345.62,34.56
227,Exit short,2024-09-04 17:00:00,Trail,188.64,500,94635,2.13,0.32,2.79,0.42,-0.03,0.00,347.76,34.78
227,Entry short,2024-09-04 10:00:00,Short,189.27,500,94635,2.13,0.32,2.79,0.42,-0.03,0.00,347.76,34.78
228,Exit short,2024-09-06 02:00:00,Trail,188.01,500,94050,0.25,0.04,1.05,0.16,-0.03,0.00,348.01,34.80
228,Entry short,2024-09-05 22:00:00,Short,188.1,500,94050,0.25,0.04,1.05,0.16,-0.03,0.00,348.01,34.80
229,Exit short,2024-09-06 09:00:00,Trail,186.84,500,93870,3.08,0.47,3.73,0.57,-0.03,0.00,351.09,35.11
229,Entry short,2024-09-06 07:00:00,Short,187.74,500,93870,3.08,0.47,3.73,0.57,-0.03,0.00,351.09,35.11
230,Exit short,2024-09-09 08:00:00,Trail,186.93,500,93375,-0.69,-0.11,0,0.00,-0.66,-0.10,350.39,35.04
230,Entry short,2024-09-09 07:00:00,Short,186.75,500,93375,-0.69,-0.11,0,0.00,-0.66,-0.10,350.39,35.04
231,Exit long,2024-09-10 02:00:00,Trail,187.74,500,93960,-0.69,-0.10,0,0.00,-0.66,-0.10,349.7,34.97
231,Entry long,2024-09-10 00:00:00,Long,187.92,500,93960,-0.69,-0.10,0,0.00,-0.66,-0.10,349.7,34.97
232,Exit short,2024-09-10 09:00:00,Trail,186.12,500,93375,2.14,0.33,2.8,0.43,-0.03,0.00,351.84,35.18
232,Entry short,2024-09-10 05:00:00,Short,186.75,500,93375,2.14,0.33,2.8,0.43,-0.03,0.00,351.84,35.18
233,Exit short,2024-09-11 08:00:00,Trail,184.32,500,92340,1.2,0.19,1.87,0.29,-0.03,0.00,353.05,35.30
233,Entry short,2024-09-11 07:00:00,Short,184.68,500,92340,1.2,0.19,1.87,0.29,-0.03,0.00,353.05,35.30
234,Exit long,2024-09-11 23:00:00,Trail,186.21,500,92655,3.1,0.48,3.76,0.58,-0.03,0.00,356.15,35.61
234,Entry long,2024-09-11 10:00:00,Long,185.31,500,92655,3.1,0.48,3.76,0.58,-0.03,0.00,356.15,35.61
235,Exit short,2024-09-13 05:00:00,Trail,184.86,500,92700,1.84,0.28,2.51,0.38,-0.03,0.00,357.99,35.80
235,Entry short,2024-09-12 19:00:00,Short,185.4,500,92700,1.84,0.28,2.51,0.38,-0.03,0.00,357.99,35.80
236,Exit long,2024-09-16 17:00:00,Trail,185.85,500,92700,1.54,0.23,2.21,0.34,-0.03,0.00,359.53,35.95
236,Entry long,2024-09-16 06:00:00,Long,185.4,500,92700,1.54,0.23,2.21,0.34,-0.03,0.00,359.53,35.95
237,Exit short,2024-09-17 22:00:00,Trail,186.21,500,93105,-0.06,-0.01,0.6,0.09,-0.03,0.00,359.47,35.95
237,Entry short,2024-09-17 20:00:00,Short,186.21,500,93105,-0.06,-0.01,0.6,0.09,-0.03,0.00,359.47,35.95
238,Exit long,2024-09-18 03:00:00,Trail,187.11,500,93600,-0.38,-0.06,0.29,0.04,-0.35,-0.05,359.09,35.91
238,Entry long,2024-09-18 00:00:00,Long,187.2,500,93600,-0.38,-0.06,0.29,0.04,-0.35,-0.05,359.09,35.91
239,Exit long,2024-09-18 19:00:00,Trail,189.09,500,94095,3.1,0.47,3.77,0.57,-0.03,0.00,362.2,36.22
239,Entry long,2024-09-18 16:00:00,Long,188.19,500,94095,3.1,0.47,3.77,0.57,-0.03,0.00,362.2,36.22
240,Exit long,2024-09-19 06:00:00,Trail,190.08,500,94905,0.89,0.13,1.55,0.23,-0.03,0.00,363.09,36.31
240,Entry long,2024-09-19 04:00:00,Long,189.81,500,94905,0.89,0.13,1.55,0.23,-0.03,0.00,363.09,36.31
241,Exit long,2024-09-20 05:00:00,Trail,191.61,500,95130,4.67,0.70,5.33,0.80,-0.03,0.00,367.75,36.78
241,Entry long,2024-09-19 23:00:00,Long,190.26,500,95130,4.67,0.70,5.33,0.80,-0.03,0.00,367.75,36.78
242,Exit short,2024-09-23 02:00:00,Trail,190.8,500,95490,0.56,0.09,1.42,0.21,-0.03,0.00,368.32,36.83
242,Entry short,2024-09-23 00:00:00,Short,190.98,500,95490,0.56,0.09,1.42,0.21,-0.03,0.00,368.32,36.83
243,Exit long,2024-09-23 08:00:00,Trail,191.88,500,95895,0.25,0.04,0.91,0.14,-0.03,0.00,368.57,36.86
243,Entry long,2024-09-23 06:00:00,Long,191.79,500,95895,0.25,0.04,0.91,0.14,-0.03,0.00,368.57,36.86
244,Exit long,2024-09-24 03:00:00,Trail,192.78,500,96255,0.88,0.13,1.62,0.24,-0.03,0.00,369.45,36.94
244,Entry long,2024-09-23 23:00:00,Long,192.51,500,96255,0.88,0.13,1.62,0.24,-0.03,0.00,369.45,36.94
245,Exit long,2024-09-25 08:00:00,Trail,192.96,500,96525,-0.38,-0.06,0.28,0.04,-0.34,-0.05,369.07,36.91
245,Entry long,2024-09-25 05:00:00,Long,193.05,500,96525,-0.38,-0.06,0.28,0.04,-0.34,-0.05,369.07,36.91
246,Exit long,2024-09-26 18:00:00,Trail,194.67,500,97020,2.11,0.32,2.76,0.41,-0.03,0.00,371.18,37.12
246,Entry long,2024-09-26 08:00:00,Long,194.04,500,97020,2.11,0.32,2.76,0.41,-0.03,0.00,371.18,37.12
247,Exit short,2024-09-27 03:00:00,Trail,191.61,500,97245,9.87,1.47,10.53,1.57,-0.03,0.00,381.06,38.11
247,Entry short,2024-09-26 23:00:00,Short,194.49,500,97245,9.87,1.47,10.53,1.57,-0.03,0.00,381.06,38.11
248,Exit short,2024-09-29 15:00:00,Trail,190.35,500,95175,-0.06,-0.01,0.59,0.09,-0.03,0.00,381,38.10
248,Entry short,2024-09-27 11:00:00,Short,190.35,500,95175,-0.06,-0.01,0.59,0.09,-0.03,0.00,381,38.10
249,Exit short,2024-09-29 23:00:00,Trail,189.99,500,94950,-0.38,-0.06,0.29,0.04,-0.35,-0.05,380.62,38.06
249,Entry short,2024-09-29 22:00:00,Short,189.9,500,94950,-0.38,-0.06,0.29,0.04,-0.35,-0.05,380.62,38.06
250,Exit long,2024-09-30 02:00:00,Trail,191.07,500,95490,0.25,0.04,0.92,0.14,-0.03,0.00,380.87,38.09
250,Entry long,2024-09-30 01:00:00,Long,190.98,500,95490,0.25,0.04,0.92,0.14,-0.03,0.00,380.87,38.09
251,Exit short,2024-10-01 05:00:00,Trail,191.7,500,95940,0.56,0.08,1.34,0.20,-0.03,0.00,381.44,38.14
251,Entry short,2024-10-01 01:00:00,Short,191.88,500,95940,0.56,0.08,1.34,0.20,-0.03,0.00,381.44,38.14
252,Exit long,2024-10-02 18:00:00,Trail,194.67,500,95985,9.16,1.40,9.8,1.50,-0.03,0.00,390.6,39.06
252,Entry long,2024-10-02 03:00:00,Long,191.97,500,95985,9.16,1.40,9.8,1.50,-0.03,0.00,390.6,39.06
253,Exit short,2024-10-03 02:00:00,Trail,192.69,500,96840,3.32,0.50,3.97,0.60,-0.03,0.00,393.92,39.39
253,Entry short,2024-10-02 22:00:00,Short,193.68,500,96840,3.32,0.50,3.97,0.60,-0.03,0.00,393.92,39.39
254,Exit long,2024-10-06 14:00:00,Trail,195.12,500,96570,6.68,1.02,7.52,1.14,-0.03,0.00,400.6,40.06
254,Entry long,2024-10-04 05:00:00,Long,193.14,500,96570,6.68,1.02,7.52,1.14,-0.03,0.00,400.6,40.06
255,Exit short,2024-10-07 03:00:00,Trail,194.13,500,97065,-0.06,-0.01,0.57,0.09,-0.03,0.00,400.54,40.05
255,Entry short,2024-10-07 02:00:00,Short,194.13,500,97065,-0.06,-0.01,0.57,0.09,-0.03,0.00,400.54,40.05
256,Exit long,2024-10-09 22:00:00,Trail,195.12,500,97605,-0.36,-0.06,0.27,0.04,-0.33,-0.05,400.17,40.02
256,Entry long,2024-10-09 21:00:00,Long,195.21,500,97605,-0.36,-0.06,0.27,0.04,-0.33,-0.05,400.17,40.02
257,Exit short,2024-10-10 10:00:00,Trail,194.13,500,97065,-0.06,-0.01,0.57,0.09,-0.03,0.00,400.11,40.01
257,Entry short,2024-10-10 06:00:00,Short,194.13,500,97065,-0.06,-0.01,0.57,0.09,-0.03,0.00,400.11,40.01
258,Exit long,2024-10-11 08:00:00,Trail,194.94,500,97560,-0.67,-0.10,0,0.00,-0.64,-0.10,399.45,39.94
258,Entry long,2024-10-11 07:00:00,Long,195.12,500,97560,-0.67,-0.10,0,0.00,-0.64,-0.10,399.45,39.94
259,Exit short,2024-10-16 00:00:00,Trail,194.13,500,97020,-0.36,-0.06,0.27,0.04,-0.33,-0.05,399.09,39.91
259,Entry short,2024-10-15 23:00:00,Short,194.04,500,97020,-0.36,-0.06,0.27,0.04,-0.33,-0.05,399.09,39.91
260,Exit long,2024-10-17 17:00:00,Trail,195.3,500,97695,-0.36,-0.06,0.28,0.04,-0.33,-0.05,398.73,39.87
260,Entry long,2024-10-17 09:00:00,Long,195.39,500,97695,-0.36,-0.06,0.28,0.04,-0.33,-0.05,398.73,39.87
261,Exit long,2024-10-22 01:00:00,Trail,196.2,500,97875,1.43,0.22,2.06,0.32,-0.03,0.00,400.16,40.02
261,Entry long,2024-10-21 19:00:00,Long,195.75,500,97875,1.43,0.22,2.06,0.32,-0.03,0.00,400.16,40.02
262,Exit long,2024-10-22 23:00:00,Trail,197.55,500,98370,2.62,0.40,3.24,0.50,-0.03,0.00,402.78,40.28
262,Entry long,2024-10-22 18:00:00,Long,196.74,500,98370,2.62,0.40,3.24,0.50,-0.03,0.00,402.78,40.28
263,Exit short,2024-10-23 22:00:00,Trail,197.01,500,98550,0.24,0.04,0.85,0.13,-0.03,0.00,403.01,40.30
263,Entry short,2024-10-23 19:00:00,Short,197.1,500,98550,0.24,0.04,0.85,0.13,-0.03,0.00,403.01,40.30
264,Exit long,2024-10-27 19:00:00,Trail,199.08,500,98955,3.78,0.58,4.4,0.68,-0.03,0.00,406.79,40.68
264,Entry long,2024-10-27 14:00:00,Long,197.91,500,98955,3.78,0.58,4.4,0.68,-0.03,0.00,406.79,40.68
265,Exit short,2024-10-28 04:00:00,Trail,198.27,500,99045,-0.65,-0.10,0,0.00,-0.62,-0.10,406.14,40.61
265,Entry short,2024-10-28 03:00:00,Short,198.09,500,99045,-0.65,-0.10,0,0.00,-0.62,-0.10,406.14,40.61
266,Exit long,2024-10-29 16:00:00,Trail,199.44,500,99675,0.23,0.04,0.85,0.13,-0.03,0.00,406.38,40.64
266,Entry long,2024-10-29 04:00:00,Long,199.35,500,99675,0.23,0.04,0.85,0.13,-0.03,0.00,406.38,40.64
267,Exit short,2024-10-30 06:00:00,Trail,198.63,500,99225,-0.65,-0.10,0,0.00,-0.62,-0.10,405.73,40.57
267,Entry short,2024-10-30 03:00:00,Short,198.45,500,99225,-0.65,-0.10,0,0.00,-0.62,-0.10,405.73,40.57
268,Exit short,2024-10-31 00:00:00,Trail,197.64,500,99045,1.41,0.22,2.02,0.31,-0.03,0.00,407.14,40.71
268,Entry short,2024-10-30 21:00:00,Short,198.09,500,99045,1.41,0.22,2.02,0.31,-0.03,0.00,407.14,40.71
269,Exit short,2024-10-31 13:00:00,Trail,195.93,500,98505,3.46,0.54,4.08,0.63,-0.03,0.00,410.6,41.06
269,Entry short,2024-10-31 07:00:00,Short,197.01,500,98505,3.46,0.54,4.08,0.63,-0.03,0.00,410.6,41.06
270,Exit long,2024-11-01 05:00:00,Trail,197.01,500,98460,0.24,0.04,1.09,0.17,-0.03,0.00,410.83,41.08
270,Entry long,2024-11-01 01:00:00,Long,196.92,500,98460,0.24,0.04,1.09,0.17,-0.03,0.00,410.83,41.08
271,Exit short,2024-11-03 20:00:00,Trail,197.19,500,98505,-0.65,-0.10,0,0.00,-0.62,-0.10,410.19,41.02
271,Entry short,2024-11-03 17:00:00,Short,197.01,500,98505,-0.65,-0.10,0,0.00,-0.62,-0.10,410.19,41.02
272,Exit long,2024-11-05 19:00:00,Trail,198.63,500,99225,0.53,0.08,1.16,0.18,-0.03,0.00,410.72,41.07
272,Entry long,2024-11-05 18:00:00,Long,198.45,500,99225,0.53,0.08,1.16,0.18,-0.03,0.00,410.72,41.07
273,Exit short,2024-11-08 03:00:00,Trail,197.46,500,98820,0.53,0.08,1.15,0.18,-0.03,0.00,411.25,41.12
273,Entry short,2024-11-08 00:00:00,Short,197.64,500,98820,0.53,0.08,1.15,0.18,-0.03,0.00,411.25,41.12
274,Exit long,2024-11-11 02:00:00,Trail,198.09,500,99045,-0.06,-0.01,0.84,0.13,-0.03,0.00,411.19,41.12
274,Entry long,2024-11-10 18:00:00,Long,198.09,500,99045,-0.06,-0.01,0.84,0.13,-0.03,0.00,411.19,41.12
275,Exit short,2024-11-12 00:00:00,Trail,197.37,500,98595,-0.64,-0.10,0.23,0.04,-0.61,-0.10,410.55,41.05
275,Entry short,2024-11-11 20:00:00,Short,197.19,500,98595,-0.64,-0.10,0.23,0.04,-0.61,-0.10,410.55,41.05
276,Exit short,2024-11-15 02:00:00,Trail,196.83,500,98595,1.09,0.17,1.7,0.27,-0.03,0.00,411.64,41.16
