Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
156,Entry long,2025-04-07 14:00:00,Long,38010,1,19005,73.1,0.38,104.05,0.55,-0.95,0.00,10338.6,103.39
157,Exit short,2025-04-09 06:00:00,Trail,37140,1,18585,13.1,0.07,44.05,0.24,-0.95,-0.01,10351.7,103.52
157,Entry short,2025-04-09 04:00:00,Short,37170,1,18585,13.1,0.07,44.05,0.24,-0.95,-0.01,10351.7,103.52
158,Exit long,2025-04-10 00:00:00,Trail,41040,1,20250,268.1,1.32,299.05,1.48,-0.95,0.00,10619.8,106.20
158,Entry long,2025-04-09 19:00:00,Long,40500,1,20250,268.1,1.32,299.05,1.48,-0.95,0.00,10619.8,106.20
159,Exit short,2025-04-16 08:00:00,Trail,40290,1,20220,73.1,0.36,104.05,0.51,-8.45,-0.04,10692.9,106.93
159,Entry short,2025-04-15 22:00:00,Short,40440,1,20220,73.1,0.36,104.05,0.51,-8.45,-0.04,10692.9,106.93
160,Exit short,2025-04-16 19:00:00,Trail,39840,1,19995,73.1,0.37,104.05,0.52,-0.95,0.00,10766,107.66
160,Entry short,2025-04-16 17:00:00,Short,39990,1,19995,73.1,0.37,104.05,0.52,-0.95,0.00,10766,107.66
161,Exit short,2025-04-17 20:00:00,Trail,39390,1,19755,58.1,0.29,89.05,0.45,-0.95,0.00,10824.1,108.24
161,Entry short,2025-04-17 18:00:00,Short,39510,1,19755,58.1,0.29,89.05,0.45,-0.95,0.00,10824.1,108.24
162,Exit short,2025-04-21 10:00:00,Trail,39000,1,19575,73.1,0.37,104.05,0.53,-0.95,0.00,10897.2,108.97
162,Entry short,2025-04-20 22:00:00,Short,39150,1,19575,73.1,0.37,104.05,0.53,-0.95,0.00,10897.2,108.97
163,Exit long,2025-04-23 14:00:00,Trail,40350,1,20085,88.1,0.44,119.05,0.59,-0.95,0.00,10985.3,109.85
163,Entry long,2025-04-23 13:00:00,Long,40170,1,20085,88.1,0.44,119.05,0.59,-0.95,0.00,10985.3,109.85
164,Exit long,2025-04-25 01:00:00,Trail,40230,1,19935,178.1,0.89,209.05,1.05,-0.95,0.00,11163.4,111.63
164,Entry long,2025-04-24 14:00:00,Long,39870,1,19935,178.1,0.89,209.05,1.05,-0.95,0.00,11163.4,111.63
165,Exit long,2025-04-29 15:00:00,Trail,40590,1,20280,13.1,0.06,44.05,0.22,-0.95,0.00,11176.5,111.77
165,Entry long,2025-04-29 14:00:00,Long,40560,1,20280,13.1,0.06,44.05,0.22,-0.95,0.00,11176.5,111.77
166,Exit long,2025-05-04 22:00:00,Trail,41400,1,20700,-1.9,-0.01,29.05,0.14,-0.95,0.00,11174.6,111.75
166,Entry long,2025-05-02 16:00:00,Long,41400,1,20700,-1.9,-0.01,29.05,0.14,-0.95,0.00,11174.6,111.75
167,Exit short,2025-05-06 14:00:00,Trail,41010,1,20535,28.1,0.14,59.05,0.29,-0.95,0.00,11202.7,112.03
167,Entry short,2025-05-06 11:00:00,Short,41070,1,20535,28.1,0.14,59.05,0.29,-0.95,0.00,11202.7,112.03
168,Exit short,2025-05-07 10:00:00,Trail,41160,1,20580,-1.9,-0.01,29.05,0.14,-0.95,0.00,11200.8,112.01
168,Entry short,2025-05-07 02:00:00,Short,41160,1,20580,-1.9,-0.01,29.05,0.14,-0.95,0.00,11200.8,112.01
169,Exit long,2025-05-08 11:00:00,Trail,41520,1,20790,-31.9,-0.15,0,0.00,-30.95,-0.15,11168.9,111.69
169,Entry long,2025-05-08 10:00:00,Long,41580,1,20790,-31.9,-0.15,0,0.00,-30.95,-0.15,11168.9,111.69
170,Exit long,2025-05-08 17:00:00,Trail,41790,1,20865,28.1,0.13,59.05,0.28,-0.95,0.00,11197,111.97
170,Entry long,2025-05-08 15:00:00,Long,41730,1,20865,28.1,0.13,59.05,0.28,-0.95,0.00,11197,111.97
