Trade #,Type,Date and time,Signal,Price AUD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
83,Entry short,2025-07-10 15:00:00,[R001S rA:42 hA:34 R:12 V:0.5 B:0.09 M:- ST:D CH:4 CF:- MI:0 SK:0 PS:D SQ:0],1.7808,1000,1780.8,2.56,0.22,3.42,0.29,-0.1,-0.01,179.25,17.92
84,Exit long,2025-08-03 22:00:00,[ExitL rA:29 hA:30 R:82 V:0.32 B:0.8 M:+ ST:U CH:10 CF:+ MI:98 SK:85 PS:U SQ:0],1.7922,1000,1791,0.57,0.05,1.45,0.13,-0.1,-0.01,179.81,17.98
84,Entry long,2025-08-01 19:00:00,[R001L rA:31 hA:30 R:92 V:0.46 B:0.91 M:+ ST:U CH:5 CF:+ MI:100 SK:100 PS:U SQ:0],1.791,1000,1791,0.57,0.05,1.45,0.13,-0.1,-0.01,179.81,17.98
85,Exit short,2025-08-26 00:00:00,[ExitS rA:69 hA:39 R:22 V:1.72 B:0.2 M:- ST:D CH:5 CF:- MI:16 SK:19 PS:D SQ:0],1.7934,1000,1795.2,0.96,0.08,2.03,0.17,-0.1,-0.01,180.77,18.08
85,Entry short,2025-08-25 16:00:00,[R001S rA:51 hA:33 R:15 V:0.64 B:0.09 M:- ST:D CH:8 CF:- MI:0 SK:0 PS:D SQ:0],1.7952,1000,1795.2,0.96,0.08,2.03,0.17,-0.1,-0.01,180.77,18.08
86,Exit short,2025-08-26 22:00:00,[ExitS rA:63 hA:33 R:41 V:1.67 B:0.22 M:- ST:D CH:42 CF:- MI:27 SK:29 PS:D SQ:0],1.7928,1000,1792.8,-0.21,-0.02,0,0.00,-0.49,-0.04,180.56,18.06
86,Entry short,2025-08-26 21:00:00,[R001S rA:54 hA:31 R:34 V:0.35 B:-0.02 M:- ST:D CH:37 CF:- MI:18 SK:0 PS:D SQ:0],1.7928,1000,1792.8,-0.21,-0.02,0,0.00,-0.49,-0.04,180.56,18.06
87,Exit short,2025-09-10 21:00:00,[ExitS rA:33 hA:34 R:22 V:0.64 B:0.2 M:- ST:D CH:9 CF:- MI:5 SK:15 PS:D SQ:0],1.7688,1000,1768.2,-0.61,-0.05,0,0.00,-0.5,-0.04,179.95,18.00
87,Entry short,2025-09-10 21:00:00,[R001S rA:33 hA:34 R:11 V:1.09 B:0.09 M:- ST:D CH:3 CF:- MI:0 SK:0 PS:D SQ:0],1.7682,1000,1768.2,-0.61,-0.05,0,0.00,-0.5,-0.04,179.95,18.00
88,Exit short,2025-09-12 05:00:00,[ExitS rA:58 hA:34 R:23 V:0.81 B:0.19 M:- ST:D CH:5 CF:- MI:5 SK:15 PS:D SQ:0],1.761,1000,1760.4,-0.61,-0.05,0.29,0.03,-0.51,-0.04,179.34,17.93
88,Entry short,2025-09-12 00:00:00,[R001S rA:58 hA:34 R:13 V:0.79 B:0.06 M:- ST:D CH:2 CF:- MI:0 SK:0 PS:D SQ:0],1.7604,1000,1760.4,-0.61,-0.05,0.29,0.03,-0.51,-0.04,179.34,17.93
89,Exit long,2025-09-17 10:00:00,[ExitL rA:70 hA:34 R:73 V:0.61 B:0.81 M:+ ST:U CH:21 CF:+ MI:87 SK:82 PS:U SQ:0],1.7754,1000,1774.2,0.59,0.05,1.5,0.13,-0.11,-0.01,179.93,17.99
89,Entry long,2025-09-16 14:00:00,[R001L rA:63 hA:32 R:78 V:0.77 B:0.9 M:+ ST:U CH:12 CF:+ MI:85 SK:100 PS:U SQ:0],1.7742,1000,1774.2,0.59,0.05,1.5,0.13,-0.11,-0.01,179.93,17.99
90,Exit long,2025-09-19 05:00:00,[ExitL rA:50 hA:31 R:63 V:1.22 B:0.8 M:+ ST:U CH:22 CF:+ MI:73 SK:80 PS:U SQ:0],1.7826,1000,1781.4,0.58,0.05,1.08,0.09,-0.11,-0.01,180.51,18.05
90,Entry long,2025-09-18 19:00:00,[R001L rA:41 hA:31 R:66 V:1.36 B:0.92 M:- ST:U CH:34 CF:+ MI:81 SK:100 PS:U SQ:0],1.7814,1000,1781.4,0.58,0.05,1.08,0.09,-0.11,-0.01,180.51,18.05
91,Exit long,2025-10-10 18:00:00,[ExitL rA:36 hA:35 R:85 V:3.07 B:0.8 M:- ST:U CH:5 CF:+ MI:75 SK:85 PS:U SQ:0],1.7892,1000,1775.4,8.84,0.76,9.33,0.80,-0.1,-0.01,189.35,18.93
91,Entry long,2025-10-10 15:00:00,[R001L rA:33 hA:34 R:86 V:0.42 B:0.92 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0],1.7754,1000,1775.4,8.84,0.76,9.33,0.80,-0.1,-0.01,189.35,18.93
92,Exit long,2025-10-12 21:00:00,[ExitL rA:84 hA:49 R:81 V:0.07 B:0.81 M:- ST:U CH:16 CF:+ MI:80 SK:82 PS:U SQ:0],1.7934,1000,1792.2,0.57,0.05,1.47,0.12,-0.11,-0.01,189.92,18.99
